datetime,open,high,low,close,volume
2023-01-01,100.0,101.42234317651798,98.87393740790125,100.18855124961932,8608
2023-01-02,100.5,101.07522837509768,99.92434668822938,101.03673144428946,3768
2023-01-03,101.0,102.40130202208638,100.77027259787091,101.83542029186488,7494
2023-01-04,101.5,102.51640493740425,99.9016163856102,100.2996031806105,1618
2023-01-05,102.0,103.83266989117402,101.07636291787085,101.969776206963,9164
2023-01-06,102.5,103.22313688301927,102.06037545266999,103.0524255652859,6116
2023-01-07,103.0,103.47020614988652,101.55715736172372,101.96416244661219,8911
2023-01-08,103.5,104.28056120732911,101.81746359046835,102.58840519023792,7821
2023-01-09,104.0,105.97958250383692,103.21462342133523,104.47703023113226,3030
2023-01-10,104.5,105.54042090269853,103.19977856844262,103.57790597292544,5893
2023-01-11,105.0,105.79481733903127,103.0242427168792,104.96951346927008,1970
2023-01-12,105.5,106.30830205711554,103.87371371901355,105.73448102555126,4178
2023-01-13,106.0,106.93420693152859,105.16637860831727,105.50477480256178,9298
2023-01-14,106.5,106.73736273869653,104.76006705648649,105.21481470347094,3888
2023-01-15,107.0,107.16297549369044,106.88759017689767,107.13705598297078,6669
2023-01-16,107.5,108.17367087763354,106.78189325584567,108.15776144154522,3045
2023-01-17,108.0,109.97193498886705,107.06637897030956,108.7073836725997,4431
2023-01-18,108.5,109.01313693405353,107.652103321285,108.63316666427549,6042
2023-01-19,109.0,109.80088090343406,107.98728396723797,109.1980143554705,8663
2023-01-20,109.5,111.12919076317951,107.75935536408575,108.29166958700206,9229
2023-01-21,110.0,111.25352165638905,108.05137592258778,109.99106143901224,8426
2023-01-22,110.5,110.71316368074442,108.87315869981096,109.3433250557126,5673
2023-01-23,111.0,111.33859348753542,109.18938551510892,110.65879878976561,9066
2023-01-24,111.5,112.11061873883432,110.60683563613806,110.88605196223648,7439
2023-01-25,112.0,113.57044962854663,110.25099963489264,112.20985489112962,1842
2023-01-26,112.5,113.33578250773414,110.79005742890541,112.57170253316409,8093
2023-01-27,113.0,114.0003835122324,112.602841062659,113.82697975182877,8392
2023-01-28,113.5,114.69831580294148,112.5360494054135,114.16906163104841,3798
2023-01-29,114.0,114.05027778119018,112.97843621426817,113.01503840285959,4860
2023-01-30,114.5,115.24222447618602,112.9113401640189,114.60682122174723,7006
2023-01-31,115.0,115.25466410269144,114.76275283053323,114.84204371147277,6670
2023-01-32,115.5,116.30073083839531,115.34553377414038,115.63870452194271,2940
2023-01-33,116.0,116.42214078538197,115.35503318092076,115.64377840593725,6696
2023-01-34,116.5,118.46755150341518,116.21983532305974,116.56276282010568,8270
2023-01-35,117.0,117.39128514434498,116.64681658644199,117.17533781212173,2101
2023-01-36,117.5,119.31442777950414,116.63651050702073,119.18148541337038,1350
2023-01-37,118.0,119.86479014359062,117.24256041885765,118.52779534247334,6383
2023-01-38,118.5,119.59789840800502,118.23330157987691,118.68546280910404,6228
2023-01-39,119.0,119.82099763270399,117.90775906945595,118.39585375886863,7046
2023-01-40,119.5,120.88468066977813,117.85963434574151,119.972782253723,6771
2023-01-41,120.0,121.28610369645145,119.49070333687541,119.89467382066621,9560
2023-01-42,120.5,121.84800692520982,119.21687810891672,120.45458819241257,6739
2023-01-43,121.0,122.07011266975692,120.80578559924069,121.095736998752,2325
2023-01-44,121.5,123.39114699241254,120.18882747653603,123.2882455794754,8856
2023-01-45,122.0,123.13700731570437,121.66846221256534,122.12125494184374,4921
2023-01-46,122.5,124.49815182344213,121.91063549402405,122.5284556367086,7541
2023-01-47,123.0,123.89373963495711,122.37319770197078,122.68436162864127,8203
2023-01-48,123.5,125.33026466665028,122.06501698976894,123.09343665987828,4764
2023-01-49,124.0,125.98106682157942,123.0154914894041,125.89301337956736,7191
2023-01-50,124.5,125.53056751533649,124.03916259054725,124.74041849638674,7983
